sampid,fromWhen,gender,yob,b153,b153z,b154,b156,b156z,b157,b158,b159,b160,b308,b162,b163,b166,b169,b184,b220,b221,b222,b223,b224,b225,b228,b241,b242,b243,b244,b245,b276,b277
1333,2009.0,1.0,1983.0,856.0,16.0,1.0,4204.0,4.0,1506.0,1.0,1.0,1.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,170.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1336,2015.0,1.0,1991.0,715.0,13.0,3.0,283.0,0.0,1511.0,1.0,5.0,8.0,,,,,1.0,,48.0,6.0,6.0,0.0,2.0,200.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,
1337,2010.0,1.0,1989.0,291.0,3.0,1.0,8161.0,8.0,1516.0,1.0,6.0,6.0,,,,,2.0,,40.0,1.0,5.0,0.0,5.0,0.4,4.0,3.0,2.0,3.0,3.0,3.0,2.0,
1338,2013.0,1.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,2010.0,1.0,1990.0,313.0,3.0,3.0,8173.0,8.0,1507.0,1.0,6.0,6.0,,,,,1.0,,40.0,12.0,5.0,1.0,2.0,120.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0
1340,2009.0,2.0,1988.0,562.0,9.0,3.0,5317.0,5.0,1507.0,1.0,1.0,7.0,,,,,1.0,,54.0,0.0,6.0,0.0,2.0,100.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,
1343,2019.0,1.0,1992.0,582.0,10.0,1.0,1332.0,1.0,812.0,1.0,4.0,4.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,4800.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0
1344,2013.0,2.0,1990.0,949.0,19.0,3.0,3040.0,3.0,202.0,4.0,5.0,6.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2400.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0
1345,2012.0,2.0,1989.0,872.0,17.0,1.0,3065.0,3.0,1509.0,5.0,3.0,3.0,,,,,1.0,,5.0,40.0,5.0,0.0,1.0,9090908.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
1346,2015.0,1.0,1992.0,239.0,3.0,1.0,8269.0,8.0,1509.0,1.0,3.0,3.0,,,,,1.0,1.0,45.0,0.0,5.0,0.0,1.0,2800.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,
1347,2013.0,2.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,2010.0,1.0,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,2016.0,1.0,1990.0,479.0,7.0,1.0,1333.0,1.0,107.0,1.0,4.0,4.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2400.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
1350,2016.0,2.0,1993.0,591.0,10.0,1.0,4166.0,4.0,113.0,1.0,3.0,3.0,,,,,1.0,,45.0,0.0,5.0,0.0,1.0,2000.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
1351,2007.0,1.0,1982.0,303.0,3.0,1.0,8132.0,8.0,1511.0,1.0,5.0,5.0,,,8.0,,1.0,1.0,40.0,15.0,5.0,1.0,2.0,110.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,
1352,2016.0,1.0,1992.0,464.0,7.0,3.0,6121.0,6.0,1511.0,1.0,2.0,7.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,230.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1356,2007.0,1.0,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,2012.0,1.0,1992.0,843.0,15.0,3.0,2503.0,2.0,827.0,5.0,9.0,9.0,,,,,1.0,,40.0,10.0,5.0,1.0,2.0,170.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,
1358,2011.0,1.0,1990.0,843.0,15.0,3.0,2503.0,2.0,1507.0,5.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2000.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,
1359,2010.0,1.0,1984.0,423.0,6.0,1.0,1531.0,1.0,704.0,1.0,6.0,6.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2500.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
1360,2008.0,2.0,1985.0,651.0,11.0,3.0,295.0,0.0,1510.0,1.0,6.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,1500.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1361,2011.0,2.0,1982.0,852.0,16.0,3.0,263.0,0.0,1505.0,5.0,5.0,5.0,,,,,1.0,,44.0,0.0,5.5,0.0,1.0,2000.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1362,2007.0,1.0,1987.0,291.0,3.0,2.0,8132.0,8.0,1504.0,1.0,5.0,6.0,,,8.0,,1.0,1.0,40.0,25.0,5.0,1.0,2.0,150.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,
1363,2010.0,2.0,1990.0,861.0,17.0,3.0,291.0,0.0,1501.0,1.0,6.0,9.0,,,4.0,,1.0,,40.0,0.0,5.0,0.0,1.0,1500.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0
1364,2010.0,2.0,1988.0,861.0,17.0,1.0,3040.0,3.0,211.0,4.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2000.0,4.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0
1366,2012.0,1.0,1992.0,912.0,18.0,1.0,5240.0,5.0,1511.0,1.0,1.0,1.0,,,,,2.0,,72.0,0.0,6.0,0.0,2.0,180.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,
1367,2013.0,2.0,1991.0,851.0,16.0,1.0,2130.0,2.0,1511.0,1.0,4.0,4.0,,,,,1.0,,40.0,5.0,5.0,0.0,2.0,200.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,
1369,2012.0,1.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,2017.0,1.0,1992.0,424.0,6.0,1.0,263.0,0.0,1511.0,1.0,1.0,1.0,,,,,1.0,,48.0,0.0,6.0,0.0,2.0,180.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,
1375,2009.0,2.0,1986.0,861.0,17.0,1.0,3065.0,3.0,1511.0,1.0,5.0,5.0,,,,,1.0,,40.0,2.0,6.0,0.0,1.0,2400.0,4.0,3.0,4.0,2.0,4.0,5.0,2.0,
1378,2017.0,2.0,1991.0,852.0,16.0,1.0,2121.0,2.0,1511.0,5.0,5.0,5.0,,,4.0,,1.0,,40.0,0.0,5.0,0.0,2.0,230.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,
1379,2013.0,2.0,1987.0,411.0,6.0,1.0,272.0,0.0,1511.0,1.0,5.0,5.0,,,,,1.0,,40.0,5.0,5.0,0.0,2.0,150.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,
1380,2009.0,1.0,1982.0,620.0,10.0,1.0,1343.0,1.0,1513.0,1.0,7.0,7.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,3800.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,
1383,2014.0,2.0,1991.0,861.0,17.0,1.0,3040.0,3.0,1513.0,1.0,6.0,6.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2000.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1390,2007.0,1.0,1986.0,222.0,3.0,1.0,283.0,0.0,1513.0,1.0,4.0,4.0,,,8.0,,1.0,1.0,40.0,10.0,5.0,0.0,2.0,100.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,
1393,2008.0,1.0,1987.0,902.0,18.0,1.0,299.0,0.0,1513.0,5.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,90.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,
1395,2012.0,2.0,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,2012.0,1.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,2014.0,1.0,1991.0,843.0,15.0,3.0,2503.0,2.0,1513.0,5.0,6.0,9.0,,,,,1.0,,45.0,0.0,5.0,0.0,2.0,150.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,
1398,2013.0,2.0,1990.0,861.0,17.0,1.0,3040.0,3.0,211.0,3.0,9.0,9.0,,,,,1.0,,45.0,0.0,5.0,0.0,2.0,200.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0
1400,2012.0,2.0,1989.0,852.0,16.0,1.0,2121.0,2.0,1513.0,5.0,4.0,4.0,,,3.0,,2.0,,40.0,0.0,5.0,0.0,2.0,100.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,
1401,2015.0,2.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,2011.0,2.0,1989.0,641.0,11.0,2.0,324.0,0.0,1513.0,4.0,2.0,5.0,,,,,1.0,,45.0,0.0,5.0,0.0,2.0,150.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,
1403,2014.0,2.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,2007.0,1.0,1984.0,319.0,3.0,1.0,8173.0,8.0,1513.0,1.0,3.0,3.0,,,8.0,,1.0,2.0,48.0,10.0,5.0,1.0,2.0,120.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,
1405,2016.0,1.0,1989.0,151.0,3.0,3.0,6124.0,6.0,1513.0,2.0,7.0,9.0,,,,,1.0,,48.0,0.0,6.0,0.0,2.0,250.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
1406,2011.0,2.0,1986.0,641.0,11.0,3.0,299.0,0.0,1513.0,4.0,3.0,7.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,250.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1409,2009.0,2.0,1990.0,861.0,17.0,1.0,3075.0,3.0,1513.0,1.0,5.0,5.0,,,,,1.0,,48.0,0.0,6.0,0.0,2.0,140.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,
1410,2009.0,2.0,1988.0,861.0,17.0,1.0,3065.0,3.0,1513.0,1.0,5.0,5.0,,,,,1.0,,52.0,0.0,6.0,0.0,1.0,2000.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1411,2007.0,2.0,1982.0,861.0,17.0,1.0,3065.0,3.0,1501.0,1.0,6.0,6.0,,,8.0,,1.0,1.0,40.0,0.0,6.0,0.0,2.0,160.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0
1412,2013.0,2.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,2009.0,2.0,1985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,2019.0,1.0,1991.0,262.0,3.0,1.0,8222.0,8.0,201.0,1.0,5.0,5.0,,,,,1.0,,48.0,0.0,5.0,1.0,2.0,200.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,
1416,2015.0,2.0,1989.0,861.0,17.0,1.0,3061.0,3.0,1513.0,1.0,5.0,5.0,,,,,1.0,,48.0,0.0,6.0,0.0,2.0,190.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,
1417,2013.0,2.0,1990.0,861.0,17.0,2.0,3040.0,3.0,211.0,4.0,8.0,9.0,,,,,1.0,,50.0,0.0,5.0,0.0,2.0,210.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,
1418,2016.0,1.0,1992.0,259.0,3.0,1.0,8132.0,8.0,1516.0,1.0,1.0,1.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,
1419,2013.0,1.0,1990.0,844.0,15.0,3.0,3071.0,3.0,1513.0,5.0,7.0,9.0,,,,,1.0,,48.0,0.0,5.0,0.0,2.0,200.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,
1421,2013.0,1.0,1987.0,494.0,8.0,3.0,6241.0,6.0,1513.0,1.0,1.0,8.0,,,,,1.0,,60.0,4.0,6.0,0.0,2.0,150.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,
1422,2007.0,2.0,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,2015.0,2.0,1991.0,479.0,7.0,2.0,4155.0,4.0,101.0,1.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,220.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0
1424,2016.0,1.0,1988.0,464.0,7.0,1.0,6124.0,6.0,206.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2200.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
1425,2010.0,1.0,1983.0,222.0,3.0,1.0,4151.0,4.0,817.0,1.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2000.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,
1427,2008.0,2.0,1983.0,855.0,16.0,1.0,2141.0,2.0,1512.0,1.0,1.0,1.0,,,,,,,20.0,0.0,5.0,0.0,2.0,250.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,
1431,2010.0,2.0,1984.0,472.0,7.0,3.0,6151.0,6.0,207.0,1.0,1.0,6.0,,,,,1.0,,55.0,0.0,5.0,0.0,2.0,130.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,
1432,2012.0,1.0,1985.0,861.0,17.0,1.0,3012.0,3.0,204.0,1.0,8.0,8.0,,,,,1.0,,80.0,0.0,6.0,0.0,2.0,260.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,
1435,2009.0,1.0,1990.0,281.0,3.0,1.0,8360.0,8.0,1516.0,1.0,6.0,6.0,,,4.0,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,3.0
1436,2017.0,1.0,1993.0,561.0,9.0,1.0,3050.0,3.0,1503.0,1.0,9.0,9.0,,,,,1.0,,48.0,6.0,5.0,0.0,1.0,3000.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,
1437,2007.0,1.0,1981.0,853.0,16.0,1.0,263.0,0.0,1500.0,4.0,6.0,6.0,,,8.0,,1.0,2.0,40.0,0.0,5.0,0.0,1.0,1900.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,
1438,2013.0,1.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,2009.0,2.0,1991.0,856.0,16.0,1.0,4204.0,4.0,1401.0,1.0,1.0,1.0,,,,,1.0,,30.0,0.0,5.0,0.0,2.0,250.0,4.0,3.0,1.0,3.0,4.0,5.0,2.0,
1443,2008.0,1.0,1984.0,311.0,3.0,2.0,8241.0,8.0,702.0,1.0,6.0,6.0,,,,,1.0,,50.0,8.0,5.0,1.0,2.0,180.0,2.0,3.0,2.0,3.0,4.0,5.0,2.0,
1444,2008.0,2.0,1986.0,862.0,17.0,1.0,3064.0,3.0,307.0,1.0,1.0,1.0,,,,,1.0,,58.0,2.0,6.0,0.0,2.0,155.0,4.0,5.0,3.0,3.0,4.0,5.0,2.0,
1446,2007.0,1.0,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,2011.0,1.0,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,2011.0,2.0,1987.0,855.0,16.0,1.0,2141.0,2.0,1402.0,1.0,3.0,3.0,,,,,1.0,,24.0,0.0,6.0,0.0,2.0,100.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,
1452,2017.0,1.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,2011.0,2.0,1990.0,961.0,19.0,1.0,5119.0,5.0,302.0,1.0,1.0,1.0,,,,,1.0,,48.0,0.0,6.0,0.0,2.0,160.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,
1458,2014.0,2.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,2008.0,1.0,1983.0,953.0,19.0,3.0,8412.0,8.0,307.0,1.0,5.0,9.0,,,,,1.0,,40.0,12.0,6.0,0.0,1.0,2000.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,
1462,2007.0,1.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,2011.0,1.0,1990.0,303.0,3.0,1.0,8629.0,8.0,1402.0,1.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,300.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0
1468,2012.0,1.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,2013.0,1.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,2016.0,1.0,1991.0,303.0,3.0,2.0,1511.0,1.0,1402.0,1.0,6.0,6.0,,,,,1.0,,40.0,6.0,6.0,0.0,2.0,215.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,
1474,2014.0,1.0,1989.0,282.0,3.0,3.0,284.0,0.0,1402.0,1.0,7.0,8.0,,,,,1.0,,40.0,20.0,6.0,1.0,2.0,240.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
1475,2014.0,1.0,1990.0,303.0,3.0,3.0,8132.0,8.0,1402.0,1.0,6.0,6.0,,,,,1.0,,40.0,10.0,5.0,1.0,2.0,230.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
1477,2007.0,2.0,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,2017.0,2.0,1991.0,999.0,999.0,3.0,263.0,0.0,102.0,3.0,6.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,180.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
1479,2012.0,1.0,1989.0,843.0,15.0,3.0,262.0,0.0,909.0,5.0,5.0,9.0,,,,,1.0,,45.0,5.0,5.0,0.0,2.0,150.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,
1480,2014.0,2.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,2015.0,2.0,1992.0,853.0,16.0,2.0,2152.0,2.0,117.0,4.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,140.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,
1482,2018.0,1.0,1991.0,292.0,3.0,1.0,1532.0,1.0,828.0,1.0,8.0,8.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,3000.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,
1486,2010.0,1.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,2010.0,2.0,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,2012.0,2.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,2016.0,2.0,1992.0,863.0,17.0,3.0,3069.0,3.0,1504.0,5.0,3.0,3.0,,,4.0,,1.0,,40.0,0.0,5.0,0.0,2.0,170.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,
1493,2008.0,2.0,1984.0,872.0,17.0,1.0,2321.0,2.0,1404.0,1.0,2.0,2.0,,,,,1.0,,45.0,0.0,5.0,0.0,2.0,95.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
1495,2009.0,1.0,1983.0,412.0,6.0,3.0,283.0,0.0,1313.0,1.0,4.0,7.0,,,,,1.0,,40.0,5.0,5.0,0.0,1.0,2700.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0
1496,2014.0,1.0,1988.0,281.0,3.0,2.0,1532.0,1.0,823.0,1.0,9.0,9.0,,,,,1.0,,40.0,8.0,5.0,0.0,1.0,3000.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0
1498,2018.0,1.0,1990.0,212.0,3.0,3.0,283.0,0.0,831.0,1.0,6.0,8.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,4000.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0
1499,2012.0,2.0,1989.0,424.0,6.0,1.0,1402.0,1.0,304.0,1.0,3.0,3.0,,,,,1.0,,40.0,5.0,5.0,0.0,2.0,120.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,
1503,2010.0,2.0,1987.0,261.0,3.0,2.0,283.0,0.0,108.0,1.0,3.0,8.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2200.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0
1504,2010.0,1.0,1992.0,561.0,9.0,1.0,5322.0,5.0,1404.0,1.0,3.0,3.0,,,1.0,,1.0,,48.0,0.0,6.0,0.0,2.0,90.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,
1505,2009.0,2.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,2012.0,1.0,1990.0,843.0,15.0,3.0,2502.0,2.0,912.0,5.0,8.0,9.0,,,,,1.0,,45.0,0.0,6.0,0.0,1.0,2500.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
1509,2014.0,1.0,1987.0,213.0,3.0,2.0,1221.0,1.0,113.0,1.0,3.0,3.0,,,,,1.0,,45.0,2.0,5.0,0.0,1.0,2700.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,
1511,2016.0,1.0,1991.0,179.0,3.0,1.0,284.0,0.0,1420.0,1.0,5.0,5.0,,,,,1.0,,44.0,20.0,6.0,0.0,2.0,200.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,
1512,2018.0,1.0,1992.0,262.0,3.0,1.0,284.0,0.0,1404.0,1.0,6.0,6.0,,,,,1.0,,40.0,10.0,5.0,0.0,2.0,250.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,
1513,2014.0,1.0,1989.0,264.0,3.0,3.0,1532.0,1.0,813.0,1.0,9.0,9.0,,,,,1.0,,40.0,12.0,5.0,1.0,1.0,4200.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,
1519,2013.0,1.0,1990.0,291.0,3.0,1.0,8161.0,8.0,1404.0,1.0,3.0,3.0,,,,,1.0,,40.0,10.0,3.0,3.0,5.0,0.5,3.0,2.0,2.0,2.0,3.0,2.0,2.0,
1520,2012.0,1.0,1992.0,139.0,3.0,3.0,8612.0,8.0,1404.0,1.0,7.0,9.0,,,,,1.0,,40.0,10.0,5.0,0.0,2.0,150.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0
1521,2013.0,1.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,2015.0,2.0,1992.0,911.0,18.0,1.0,4204.0,4.0,1404.0,1.0,4.0,4.0,,,3.0,,2.0,,45.0,0.0,5.0,0.0,2.0,150.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
1526,2008.0,2.0,1989.0,264.0,3.0,3.0,283.0,0.0,1404.0,1.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,100.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,
1528,2012.0,2.0,1992.0,262.0,3.0,3.0,8360.0,8.0,1404.0,1.0,9.0,9.0,,,7.0,,1.0,,45.0,18.0,6.0,0.0,2.0,200.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0
1530,2009.0,2.0,1987.0,561.0,9.0,1.0,5323.0,5.0,1406.0,1.0,1.0,1.0,,,,,,,48.0,0.0,6.0,0.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
1532,2011.0,2.0,1989.0,861.0,17.0,1.0,3061.0,3.0,104.0,1.0,7.0,7.0,,,,,1.0,,45.0,0.0,5.0,0.0,2.0,200.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0
1534,2009.0,2.0,1988.0,303.0,3.0,1.0,272.0,0.0,1513.0,1.0,6.0,6.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0
1541,2011.0,2.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,2011.0,1.0,1988.0,562.0,9.0,2.0,1344.0,1.0,112.0,1.0,4.0,4.0,,,,,1.0,,40.0,2.0,5.0,0.0,2.0,120.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1551,2013.0,2.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,2016.0,1.0,1990.0,713.0,13.0,1.0,1333.0,1.0,122.0,1.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,240.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,
1553,2011.0,2.0,1988.0,559.0,9.0,1.0,263.0,0.0,1409.0,4.0,4.0,4.0,,,,,1.0,,60.0,0.0,6.0,0.0,2.0,100.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,
1554,2011.0,1.0,1984.0,231.0,3.0,3.0,8261.0,8.0,1404.0,2.0,9.0,9.0,,,,,1.0,,40.0,5.0,5.0,0.0,1.0,3000.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0
1555,2008.0,1.0,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,2016.0,2.0,1992.0,529.0,8.0,1.0,263.0,0.0,124.0,1.0,4.0,4.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,250.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1557,2017.0,1.0,1989.0,842.0,15.0,3.0,255.0,0.0,1421.0,3.0,4.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,300.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
1558,2016.0,1.0,1990.0,292.0,3.0,2.0,284.0,0.0,831.0,4.0,7.0,7.0,,,,,1.0,,40.0,10.0,5.0,0.0,2.0,200.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,
1559,2009.0,1.0,1979.0,872.0,17.0,1.0,2311.0,2.0,1411.0,4.0,6.0,6.0,,,3.0,,1.0,,40.0,0.0,5.0,0.0,2.0,170.0,5.0,2.0,3.0,2.0,1.0,4.0,2.0,
1560,2011.0,2.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,2014.0,2.0,1992.0,561.0,9.0,3.0,3050.0,3.0,121.0,1.0,3.0,8.0,,,,,1.0,,40.0,10.0,5.0,0.0,2.0,200.0,4.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0
1563,2007.0,2.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,2013.0,2.0,1990.0,841.0,15.0,1.0,254.0,0.0,1411.0,5.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,190.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1565,2013.0,1.0,1988.0,582.0,10.0,1.0,1332.0,1.0,114.0,1.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,170.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,
1566,2014.0,1.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,2017.0,2.0,1991.0,592.0,10.0,1.0,4165.0,4.0,112.0,1.0,1.0,1.0,,,,,2.0,,9.0,0.0,3.0,0.0,2.0,100.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,
1568,2018.0,1.0,1987.0,261.0,3.0,3.0,1532.0,1.0,831.0,1.0,9.0,9.0,,,,,1.0,,40.0,10.0,5.0,0.5,2.0,500.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,
1570,2010.0,2.0,1989.0,862.0,17.0,1.0,291.0,0.0,1411.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,115.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
