sampid,fromWhen,gender,yob,b153,b153z,b154,b156,b156z,b157,b158,b159,b160,b308,b162,b163,b166,b169,b184,b220,b221,b222,b223,b224,b225,b228,b241,b242,b243,b244,b245,b276,b277
1092,2018.0,1.0,1993.0,561.0,9.0,1.0,5322.0,5.0,831.0,1.0,1.0,1.0,,,,,1.0,,60.0,0.0,6.0,0.0,2.0,240.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,
1093,2016.0,2.0,1992.0,331.0,3.0,2.0,4152.0,4.0,105.0,1.0,6.0,6.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,210.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,
1094,2019.0,1.0,1992.0,681.0,12.0,1.0,271.0,0.0,101.0,1.0,5.0,5.0,,,,,1.0,,40.0,3.0,5.0,0.0,1.0,6300.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,
1095,2015.0,2.0,1990.0,714.0,13.0,3.0,242.0,0.0,124.0,2.0,8.0,8.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,230.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,
1096,2018.0,2.0,1990.0,861.0,17.0,1.0,3040.0,3.0,812.0,1.0,5.0,5.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,230.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,
1097,2015.0,1.0,1992.0,843.0,15.0,3.0,2502.0,2.0,9090908.0,5.0,7.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,9090908.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,
1099,2016.0,2.0,1991.0,152.0,3.0,3.0,4152.0,4.0,121.0,1.0,8.0,8.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,200.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,
1101,2015.0,2.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,2011.0,2.0,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,2016.0,1.0,1991.0,701.0,13.0,2.0,1511.0,1.0,1513.0,3.0,6.0,6.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,350.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,
1105,2012.0,2.0,1990.0,853.0,16.0,3.0,2152.0,2.0,1006.0,4.0,1.0,6.0,,,3.0,,1.0,,40.0,0.0,5.0,0.0,2.0,120.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,
1106,2007.0,2.0,1983.0,855.0,16.0,1.0,2141.0,2.0,813.0,1.0,1.0,1.0,,,,,,5.0,45.0,2.0,5.0,1.0,2.0,200.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,
1109,2012.0,2.0,1985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,2017.0,1.0,1992.0,620.0,10.0,1.0,1350.0,1.0,812.0,1.0,3.0,3.0,,,,,1.0,,40.0,5.0,5.0,0.0,1.0,2400.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,
1111,2015.0,2.0,1991.0,721.0,13.0,2.0,2314.0,2.0,807.0,1.0,8.0,8.0,,,,,1.0,,45.0,2.0,5.0,0.0,1.0,2800.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,
1112,2015.0,1.0,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,2019.0,1.0,1990.0,620.0,10.0,2.0,1332.0,1.0,113.0,1.0,6.0,6.0,,,,,1.0,,40.0,6.0,5.0,0.0,1.0,4200.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,
1116,2009.0,2.0,1988.0,271.0,3.0,1.0,263.0,0.0,807.0,1.0,5.0,5.0,,,,,1.0,,40.0,2.0,5.0,0.0,1.0,1800.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,
1118,2019.0,1.0,1992.0,262.0,3.0,2.0,261.0,0.0,815.0,1.0,4.0,6.0,,,,,1.0,,45.0,3.0,5.0,0.0,1.0,2700.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,
1120,2017.0,1.0,1990.0,212.0,3.0,2.0,6121.0,6.0,112.0,1.0,7.0,8.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,3550.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,
1121,2014.0,2.0,1988.0,855.0,16.0,3.0,2145.0,2.0,825.0,1.0,3.0,9.0,,,,,1.0,,50.0,0.0,5.0,0.0,2.0,270.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,
1123,2011.0,2.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,2012.0,1.0,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,2007.0,1.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,2010.0,1.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,2010.0,2.0,1989.0,861.0,17.0,1.0,3075.0,3.0,109.0,4.0,6.0,6.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,120.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0
1135,2012.0,2.0,1987.0,851.0,16.0,3.0,2122.0,2.0,829.0,5.0,4.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,180.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,
1137,2018.0,1.0,1992.0,261.0,3.0,2.0,8111.0,8.0,828.0,1.0,9.0,9.0,,,,,1.0,,40.0,12.0,5.0,0.0,1.0,8000.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,
1138,2014.0,2.0,1990.0,303.0,3.0,3.0,1532.0,1.0,823.0,1.0,5.0,9.0,,,,,1.0,,40.0,10.0,5.0,0.0,9090908.0,9090908.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0
1139,2009.0,1.0,1983.0,561.0,9.0,3.0,5315.0,5.0,101.0,3.0,3.0,6.0,,,,,2.0,,45.0,0.0,5.0,0.0,5.0,0.52,3.0,3.0,2.0,3.0,2.0,5.0,2.0,
1141,2014.0,1.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,2007.0,2.0,1987.0,969.0,19.0,2.0,291.0,0.0,803.0,1.0,3.0,9.0,,,8.0,,1.0,1.0,55.0,0.0,5.5,0.0,2.0,130.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,
1144,2010.0,1.0,1992.0,264.0,3.0,1.0,8360.0,8.0,825.0,1.0,4.0,4.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,100.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,
1145,2012.0,2.0,1990.0,862.0,17.0,1.0,3079.0,3.0,120.0,1.0,2.0,2.0,,,,,1.0,,45.0,0.0,5.5,0.0,2.0,160.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,
1146,2012.0,1.0,1988.0,313.0,3.0,1.0,8173.0,8.0,208.0,1.0,9.0,9.0,,,5.0,,1.0,,40.0,0.0,5.0,0.0,1.0,2040.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0
1147,2008.0,1.0,1986.0,843.0,15.0,1.0,2503.0,2.0,825.0,5.0,6.0,6.0,,,7.0,,1.0,,40.0,0.0,5.0,0.0,2.0,140.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,
1148,2007.0,2.0,1987.0,862.0,17.0,1.0,3075.0,3.0,101.0,1.0,3.0,3.0,,,8.0,,1.0,1.0,40.0,5.0,5.0,0.0,2.0,110.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,
1150,2013.0,1.0,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,2013.0,2.0,1992.0,872.0,17.0,1.0,2321.0,2.0,825.0,1.0,2.0,2.0,,,,,1.0,,40.0,10.0,5.0,0.0,2.0,147.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,
1153,2014.0,1.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,2018.0,2.0,1992.0,479.0,7.0,1.0,261.0,0.0,101.0,1.0,3.0,3.0,,,,,1.0,,40.0,2.0,5.0,0.0,1.0,2600.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,
1158,2016.0,1.0,1990.0,204.0,3.0,2.0,284.0,0.0,815.0,1.0,5.0,6.0,,,,,1.0,,40.0,10.0,5.0,1.0,2.0,270.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,
1164,2011.0,1.0,1988.0,561.0,9.0,1.0,5317.0,5.0,109.0,1.0,2.0,2.0,,,,,1.0,,54.0,6.0,6.0,0.0,2.0,130.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,
1165,2009.0,2.0,1985.0,561.0,9.0,3.0,5322.0,5.0,121.0,1.0,3.0,3.0,,,,,1.0,,48.0,0.0,6.0,0.0,2.0,120.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,
1168,2008.0,1.0,1981.0,272.0,3.0,1.0,1332.0,1.0,820.0,1.0,4.0,4.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2600.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,
1169,2013.0,1.0,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,2014.0,1.0,1991.0,853.0,16.0,2.0,263.0,0.0,114.0,7.0,2.0,7.0,,,2.0,,1.0,,40.0,0.0,5.0,0.0,2.0,160.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,
1177,2014.0,2.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,2014.0,1.0,1990.0,582.0,10.0,2.0,4155.0,4.0,308.0,1.0,6.0,7.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,200.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,
1179,2015.0,2.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,2009.0,1.0,1981.0,901.0,18.0,1.0,4162.0,4.0,102.0,1.0,3.0,3.0,,,,,,,20.0,0.0,3.0,0.0,2.0,200.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1181,2012.0,1.0,1984.0,901.0,18.0,1.0,4145.0,4.0,110.0,6.0,1.0,1.0,,,,,,,45.0,0.0,6.0,0.0,2.0,200.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,
1182,2010.0,1.0,1984.0,521.0,8.0,1.0,6244.0,6.0,826.0,1.0,4.0,4.0,,,1.0,,1.0,,50.0,6.0,6.0,0.0,2.0,110.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,
1184,2009.0,2.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,2007.0,1.0,1978.0,856.0,16.0,1.0,4204.0,4.0,826.0,1.0,1.0,1.0,,,,,,5.0,50.0,0.0,5.0,0.0,2.0,300.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,
1188,2008.0,1.0,1981.0,661.0,11.0,2.0,312.0,0.0,120.0,1.0,6.0,9.0,,,,,1.0,,40.0,5.0,5.0,1.0,1.0,3000.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0
1190,2008.0,1.0,1985.0,843.0,15.0,3.0,2502.0,2.0,100.0,3.0,9090908.0,9.0,,,,,1.0,,54.0,0.0,6.0,0.0,2.0,160.0,3.0,3.0,3.0,3.0,3.0,3.0,9090908.0,
1191,2010.0,1.0,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,2011.0,2.0,1989.0,862.0,17.0,1.0,3065.0,3.0,813.0,1.0,3.0,3.0,,,,,1.0,,48.0,8.0,6.0,0.0,2.0,150.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,
1193,2010.0,2.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,2009.0,1.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,2018.0,1.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,2007.0,2.0,1985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,2013.0,2.0,1990.0,852.0,16.0,1.0,2123.0,2.0,828.0,4.0,5.0,5.0,,,3.0,,1.0,,40.0,6.0,5.0,1.0,2.0,270.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,
1201,2010.0,2.0,1984.0,841.0,15.0,3.0,251.0,0.0,116.0,5.0,6.0,9.0,,,,,1.0,,40.0,6.0,5.0,1.0,2.0,220.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,
1203,2007.0,2.0,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,2011.0,2.0,1985.0,421.0,6.0,1.0,1402.0,1.0,831.0,1.0,4.0,4.0,,,,,1.0,,40.0,4.0,5.0,1.0,1.0,2600.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,
1206,2019.0,1.0,1991.0,468.0,7.0,2.0,281.0,0.0,101.0,1.0,2.0,2.0,,,,,,,40.0,10.0,5.0,0.0,1.0,2700.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,
1208,2007.0,1.0,1983.0,999.0,999.0,9090909.0,9999.0,99.0,9090908.0,9090908.0,2.0,2.0,,,8.0,,1.0,1.0,50.0,0.0,5.0,0.0,2.0,9090908.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
1210,2008.0,1.0,1986.0,741.0,14.0,1.0,8340.0,8.0,820.0,1.0,1.0,1.0,,,,,1.0,,40.0,0.0,6.0,0.0,1.0,1800.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,
1213,2015.0,1.0,1988.0,851.0,16.0,3.0,2122.0,2.0,816.0,5.0,5.0,9.0,,,,,1.0,,40.0,1.0,5.0,1.0,2.0,200.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0
1214,2010.0,1.0,1983.0,912.0,18.0,1.0,5240.0,5.0,828.0,1.0,1.0,1.0,,,,,,,84.0,0.0,7.0,0.0,1.0,7000.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,
1215,2009.0,2.0,1986.0,856.0,16.0,1.0,2144.0,2.0,110.0,1.0,1.0,1.0,,,,,1.0,,35.0,0.0,5.0,0.0,2.0,100.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,
1217,2008.0,1.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,2012.0,1.0,1992.0,264.0,3.0,1.0,8859.0,8.0,829.0,1.0,5.0,5.0,,,3.0,,1.0,,40.0,0.0,5.0,0.0,1.0,1200.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,
1222,2007.0,1.0,1983.0,732.0,13.0,1.0,4154.0,4.0,101.0,1.0,3.0,3.0,,,2.0,,1.0,2.0,40.0,0.0,5.0,0.0,1.0,2000.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,
1223,2017.0,1.0,1992.0,620.0,10.0,1.0,1333.0,1.0,103.0,1.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2600.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,
1224,2015.0,2.0,1991.0,862.0,17.0,1.0,3064.0,3.0,115.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,250.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,
1225,2008.0,1.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,2009.0,2.0,1987.0,231.0,3.0,1.0,271.0,0.0,829.0,1.0,3.0,3.0,,,,,1.0,,48.0,0.0,5.5,0.0,2.0,120.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1228,2010.0,1.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,2007.0,2.0,1980.0,649.0,11.0,3.0,263.0,0.0,111.0,1.0,2.0,7.0,,,8.0,,1.0,1.0,40.0,0.0,5.0,0.0,1.0,1500.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1233,2007.0,2.0,1984.0,478.0,7.0,3.0,8841.0,8.0,123.0,1.0,2.0,2.0,,,8.0,,1.0,1.0,48.0,1.0,5.5,0.0,2.0,100.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,
1234,2007.0,1.0,1984.0,340.0,3.0,1.0,8111.0,8.0,111.0,1.0,1.0,1.0,,,3.0,,1.0,2.0,48.0,2.0,6.0,0.0,2.0,150.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,
1237,2010.0,2.0,1987.0,853.0,16.0,1.0,263.0,0.0,1102.0,1.0,5.0,5.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,100.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,
1240,2007.0,2.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,2014.0,1.0,1986.0,999.0,999.0,2.0,9999.0,99.0,604.0,3.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,100.0,4.0,5.0,6.0,5.0,5.0,5.0,2.0,
1244,2013.0,1.0,1991.0,952.0,19.0,1.0,8124.0,8.0,815.0,1.0,2.0,2.0,,,,,1.0,,40.0,5.0,6.0,0.0,2.0,180.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,
1245,2010.0,1.0,1983.0,713.0,13.0,1.0,241.0,0.0,124.0,1.0,3.0,3.0,,,,,1.0,,40.0,6.0,5.0,0.0,2.0,230.0,3.0,2.0,3.0,5.0,4.0,4.0,2.0,
1246,2013.0,2.0,1990.0,856.0,16.0,2.0,2144.0,2.0,817.0,1.0,9.0,9.0,,,,,1.0,,40.0,10.0,5.0,0.0,2.0,160.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0
1247,2012.0,2.0,1992.0,651.0,11.0,2.0,294.0,0.0,104.0,1.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,160.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1248,2016.0,2.0,1993.0,729.0,13.0,1.0,1222.0,1.0,813.0,1.0,6.0,6.0,,,,,1.0,,40.0,10.0,5.0,2.0,1.0,2000.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,
1249,2014.0,2.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,2012.0,2.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,2011.0,2.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,2018.0,1.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,2012.0,1.0,1990.0,561.0,9.0,1.0,5314.0,5.0,101.0,1.0,2.0,2.0,,,3.0,,1.0,,66.0,0.0,5.5,0.0,2.0,140.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,
1262,2007.0,1.0,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,2017.0,2.0,1991.0,311.0,3.0,3.0,283.0,0.0,1501.0,1.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,180.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0
1266,2014.0,1.0,1988.0,311.0,3.0,3.0,263.0,0.0,1501.0,1.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2500.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,
1272,2015.0,2.0,1991.0,841.0,15.0,3.0,254.0,0.0,1502.0,5.0,5.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,
1274,2011.0,2.0,1990.0,861.0,17.0,1.0,291.0,0.0,307.0,1.0,5.0,5.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,110.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1275,2008.0,1.0,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,2011.0,2.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,2009.0,2.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,2018.0,1.0,1992.0,861.0,17.0,1.0,3065.0,3.0,1504.0,1.0,4.0,4.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,220.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
1279,2014.0,2.0,1991.0,861.0,17.0,1.0,263.0,0.0,1504.0,1.0,5.0,5.0,,,,,1.0,,40.0,0.0,5.5,0.0,2.0,170.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1280,2008.0,2.0,1986.0,851.0,16.0,1.0,2130.0,2.0,1504.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,100.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,
1281,2009.0,2.0,1988.0,872.0,17.0,3.0,2141.0,2.0,1504.0,1.0,3.0,3.0,,,3.0,,1.0,,2.0,2.0,2.0,2.0,2.0,88.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,
1282,2010.0,2.0,1986.0,474.0,7.0,1.0,6151.0,6.0,207.0,1.0,1.0,1.0,,,,,,,40.0,0.0,7.0,0.0,2.0,200.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,
1283,2008.0,1.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,2014.0,1.0,1989.0,911.0,18.0,1.0,4204.0,4.0,105.0,1.0,1.0,1.0,,,,,2.0,,30.0,0.0,5.0,0.0,2.0,70.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,
1285,2014.0,1.0,1989.0,101.0,3.0,1.0,8721.0,8.0,1504.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,6.0,0.0,2.0,200.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1287,2018.0,1.0,1993.0,475.0,7.0,3.0,6241.0,6.0,1504.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,200.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1288,2014.0,1.0,1990.0,729.0,13.0,1.0,1554.0,1.0,701.0,1.0,3.0,3.0,,,,,1.0,1.0,40.0,0.0,5.0,0.0,2.0,220.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1289,2013.0,1.0,1987.0,732.0,13.0,1.0,4155.0,4.0,107.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,4000.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,
1290,2017.0,2.0,1991.0,264.0,3.0,3.0,1312.0,1.0,1404.0,1.0,7.0,7.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,3000.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0
1292,2011.0,1.0,1989.0,411.0,6.0,1.0,6223.0,6.0,1504.0,1.0,3.0,3.0,,,,,1.0,,50.0,0.0,6.0,0.0,2.0,120.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,
1293,2015.0,1.0,1992.0,241.0,3.0,1.0,8212.0,8.0,1513.0,1.0,9.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,330.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
1294,2009.0,2.0,1986.0,713.0,13.0,1.0,261.0,0.0,215.0,1.0,3.0,3.0,,,,,1.0,,45.0,0.0,5.0,0.0,1.0,2500.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
1298,2017.0,1.0,1991.0,464.0,7.0,1.0,4155.0,4.0,1504.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2100.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
1299,2009.0,2.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,2017.0,1.0,1991.0,682.0,12.0,1.0,295.0,0.0,1504.0,1.0,1.0,1.0,,,,,1.0,,48.0,0.0,6.0,0.0,9090909.0,180.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,
1301,2016.0,1.0,1992.0,721.0,13.0,1.0,1401.0,1.0,1504.0,1.0,1.0,1.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,9090908.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
1302,2010.0,2.0,1990.0,221.0,3.0,1.0,272.0,0.0,1504.0,1.0,6.0,6.0,,,,,1.0,,45.0,0.0,5.0,0.0,1.0,1750.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,
1306,2014.0,2.0,1993.0,872.0,17.0,1.0,2321.0,2.0,1505.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,
1307,2017.0,2.0,1992.0,713.0,13.0,1.0,6124.0,6.0,823.0,1.0,6.0,6.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,200.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,
1308,2018.0,1.0,1990.0,582.0,10.0,1.0,263.0,0.0,812.0,1.0,6.0,6.0,,,,,1.0,,48.0,0.0,5.0,0.0,2.0,350.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,
1310,2010.0,1.0,1983.0,303.0,3.0,1.0,272.0,0.0,1513.0,1.0,4.0,4.0,,,,,1.0,,48.0,0.0,5.5,0.0,1.0,3000.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0
1311,2016.0,2.0,1992.0,582.0,10.0,1.0,1332.0,1.0,110.0,1.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,3000.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
1313,2010.0,1.0,1990.0,282.0,3.0,1.0,8132.0,8.0,1500.0,1.0,5.0,5.0,,,,,1.0,,48.0,0.0,5.5,0.0,1.0,3000.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1317,2010.0,1.0,1983.0,303.0,3.0,1.0,271.0,0.0,1513.0,1.0,6.0,6.0,,,,,1.0,,48.0,0.0,5.5,0.0,1.0,2700.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0
1319,2018.0,1.0,1990.0,641.0,11.0,3.0,324.0,0.0,1513.0,4.0,3.0,9.0,,,,,1.0,,48.0,0.0,5.0,0.0,1.0,3600.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,
1320,2011.0,2.0,1986.0,259.0,3.0,1.0,272.0,0.0,1513.0,1.0,2.0,2.0,,,,,1.0,,48.0,0.0,6.0,0.0,2.0,130.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,
1321,2011.0,2.0,1988.0,561.0,9.0,1.0,6161.0,6.0,1513.0,1.0,2.0,2.0,,,,,1.0,,48.0,0.0,6.0,0.0,1.0,3000.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
1322,2012.0,1.0,1988.0,285.0,3.0,3.0,8352.0,8.0,1513.0,1.0,9.0,9.0,,,,,1.0,,48.0,0.0,5.0,0.0,1.0,2500.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0
1323,2010.0,2.0,1987.0,911.0,18.0,3.0,291.0,0.0,805.0,3.0,2.0,5.0,,,,,1.0,,48.0,0.0,6.0,0.0,1.0,2000.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,
1325,2008.0,2.0,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,2010.0,2.0,1981.0,855.0,16.0,1.0,2141.0,2.0,1513.0,1.0,3.0,3.0,,,,,1.0,,48.0,0.0,5.0,0.0,2.0,200.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
1330,2008.0,1.0,1978.0,602.0,10.0,1.0,8423.0,8.0,1510.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,160.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,
