영화명,개봉일,매출액,관객수,스크린수,상영횟수,대표국적,배급사,rating_mean,grade,genre,running_time,배급사 순위,grade_15세 이상 관람가,grade_전체 관람가,grade_청소년 관람불가,genre_드라마/로맨스/코미디,genre_스릴러/공포/미스터리,genre_애니메이션,genre_액션/어드벤처/SF,nation_미국,nation_미국 외 서구 국가,nation_한국,nation_한국 외 아시아
더 하더 데이 폴,2021-10-20,30487300,4286,56,475,미국,씨제이 씨지브이(CJ CGV)(주),7.222222222,청소년 관람불가,액션/어드벤처/SF,137분,6,0,0,1,0,0,0,1,1,0,0,0
리틀드래곤 코코넛2: 정글대탐험,2021-02-24,35345910,4275,147,974,미국 외 서구 국가,(주)팝엔터테인먼트,8.227272727,전체 관람가,애니메이션,79분,11,0,1,0,0,0,1,0,0,1,0,0
범털 2: 쩐의 전쟁,2021-05-13,21213890,4054,30,351,한국,(주)피터팬픽쳐스,8.115384615,15세 이상 관람가,스릴러/공포/미스터리,111분,11,1,0,0,0,1,0,0,0,0,1,0
킬러의 보디가드 2: 킬러의 와이프,2021-08-04,27541830,3674,30,354,미국,TCO(주)더콘텐츠온,7.666666667,15세 이상 관람가,액션/어드벤처/SF,100분,11,1,0,0,0,0,0,1,1,0,0,0
큰엄마의 미친봉고,2021-01-21,24358250,3632,67,540,한국,(주)백그림,9.24,12세 이상 관람가,드라마/로맨스/코미디,99분,11,0,0,0,1,0,0,0,0,0,1,0
시카다 3301,2021-07-01,23408600,3596,26,340,미국,(주)블루라벨픽쳐스,8.107142857,청소년 관람불가,액션/어드벤처/SF,105분,11,0,0,1,0,0,0,1,1,0,0,0
미스피츠,2021-06-03,21606540,3479,21,276,미국,(주)누리픽쳐스,3.166666667,15세 이상 관람가,액션/어드벤처/SF,94분,11,1,0,0,0,0,0,1,1,0,0,0
꼬마 마법사 레미: 견습 마법사를 찾아서,2021-05-19,37980500,3372,65,589,한국 외 아시아,(주)얼리버드픽쳐스,7.380952381,12세 이상 관람가,드라마/로맨스/코미디,92분,11,0,0,0,1,0,0,0,0,0,0,1
쇼크 웨이브 2,2021-05-20,17952300,3321,61,356,한국 외 아시아,(주)누리픽쳐스,8.5,15세 이상 관람가,액션/어드벤처/SF,120분,11,1,0,0,0,0,0,1,0,0,0,1
아수라도,2021-03-18,27725060,3166,101,759,한국,(주)제이앤씨미디어그룹,7.067961165,청소년 관람불가,액션/어드벤처/SF,90분,11,0,0,1,0,0,0,1,0,0,1,0
더 그레이트 샤크,2021-08-05,30678650,3114,106,639,그 외,(주)제이앤씨미디어그룹,5.119402985,12세 이상 관람가,스릴러/공포/미스터리,92분,11,0,0,0,0,1,0,0,0,0,0,0
간이역,2021-02-18,26881340,3061,48,394,한국,(주)드림팩트엔터테인먼트,8.695652174,12세 이상 관람가,드라마/로맨스/코미디,101분,11,0,0,0,1,0,0,0,0,0,1,0
브라더,2021-10-07,25349450,3049,131,1036,한국,(주)박수엔터테인먼트,6.553846154,12세 이상 관람가,드라마/로맨스/코미디,102분,11,0,0,0,1,0,0,0,0,0,1,0
서바이브 더 나잇,2021-02-03,14424140,2908,11,161,미국,(주)퍼스트런,4.727272727,15세 이상 관람가,액션/어드벤처/SF,90분,11,1,0,0,0,0,0,1,1,0,0,0
상견니 대만판 13화,2021-09-08,19520550,2724,88,673,그 외,오드,7.75,12세 이상 관람가,드라마/로맨스/코미디,71분,11,0,0,0,1,0,0,0,0,0,0,0
트웬티 해커,2021-03-24,15435500,2691,74,317,한국,(주)도어이앤엠,9.183673469,15세 이상 관람가,액션/어드벤처/SF,103분,11,1,0,0,0,0,0,1,0,0,1,0
색다른 그녀,2021-10-14,16618010,2605,20,254,한국,(주)이놀미디어,5.9375,청소년 관람불가,드라마/로맨스/코미디,108분,11,0,0,1,1,0,0,0,0,0,1,0
언포기버블,2021-11-24,20383800,2561,41,334,미국,씨제이 씨지브이(CJ CGV)(주),7.705882353,15세 이상 관람가,드라마/로맨스/코미디,112분,6,1,0,0,1,0,0,0,1,0,0,0
용루각2: 신들의 밤,2021-02-10,14792790,2475,20,297,한국,(주)그노스,5.5,15세 이상 관람가,스릴러/공포/미스터리,91분,11,1,0,0,0,1,0,0,0,0,1,0
로그시티,2021-02-11,13990180,2338,10,143,미국 외 서구 국가,(주)올스타엔터테인먼트,7.0,청소년 관람불가,드라마/로맨스/코미디,115분,11,0,0,1,1,0,0,0,0,1,0,0
듄: 드리프터,2021-04-28,12048000,2322,46,275,미국 외 서구 국가,(주)스토리제이,4.0,12세 이상 관람가,액션/어드벤처/SF,95분,11,0,0,0,0,0,0,1,0,1,0,0
실크 로드,2021-06-09,19320710,2299,106,755,미국,(주)디스테이션,8.2,15세 이상 관람가,스릴러/공포/미스터리,116분,11,1,0,0,0,1,0,0,1,0,0,0
나만 보이니,2021-07-21,20393410,2289,84,588,한국,(주)디스테이션,7.375,15세 이상 관람가,스릴러/공포/미스터리,97분,11,1,0,0,0,1,0,0,0,0,1,0
폴리스,2021-02-10,13607460,2265,10,150,미국 외 서구 국가,(주)퍼스트런,4.545454545,15세 이상 관람가,드라마/로맨스/코미디,99분,11,1,0,0,1,0,0,0,0,1,0,0
칙 파이트,2021-02-04,13441210,2234,21,153,미국,주식회사 디에스이이디,7.3,15세 이상 관람가,드라마/로맨스/코미디,97분,11,1,0,0,1,0,0,0,1,0,0,0
로또쉐어,2021-11-24,13407000,2156,20,197,한국,와이드 릴리즈(주),7.15,15세 이상 관람가,스릴러/공포/미스터리,89분,11,1,0,0,0,1,0,0,0,0,1,0
졸트,2021-10-14,17813740,2056,83,656,미국,(주)제이앤씨미디어그룹,5.625,15세 이상 관람가,액션/어드벤처/SF,91분,11,1,0,0,0,0,0,1,1,0,0,0
크라이시스,2021-05-20,10482500,2050,50,123,미국 외 서구 국가,(주)누리픽쳐스,6.666666667,15세 이상 관람가,드라마/로맨스/코미디,118분,11,1,0,0,1,0,0,0,0,1,0,0
포제서,2021-03-11,17716280,1881,80,555,미국 외 서구 국가,(주)제이앤씨미디어그룹,6.285714286,청소년 관람불가,액션/어드벤처/SF,103분,11,0,0,1,0,0,0,1,0,1,0,0
베르나르다 알바,2021-04-28,37550500,1865,25,466,한국,(주)트리플픽쳐스,7.0,15세 이상 관람가,다큐멘터리/공연실황/기타,106분,11,1,0,0,0,0,0,0,0,0,1,0
바디 브로커,2021-07-22,8596000,1716,52,92,미국,(주)스마일이엔티,8.4,15세 이상 관람가,스릴러/공포/미스터리,112분,11,1,0,0,0,1,0,0,1,0,0,0
신의 손,2021-12-01,16466700,1658,42,349,미국,씨제이 씨지브이(CJ CGV)(주),7.142857143,15세 이상 관람가,애니메이션,10분,6,1,0,0,0,0,1,0,1,0,0,0
언힐러,2021-12-02,10008800,1627,19,173,미국,(주)콘텐츠패밀리,4.6,15세 이상 관람가,액션/어드벤처/SF,92분,11,1,0,0,0,0,0,1,1,0,0,0
전야,2021-06-03,13493800,1568,55,485,한국,(주)이놀미디어,8.523809524,청소년 관람불가,액션/어드벤처/SF,99분,11,0,0,1,0,0,0,1,0,0,1,0
리틀 뱀파이어,2021-12-29,12412040,1503,116,337,미국 외 서구 국가,(주)디스테이션,5.0,전체 관람가,애니메이션,82분,11,0,1,0,0,0,1,0,0,1,0,0
정브르의 동물일기,2021-02-24,9717000,1436,51,443,한국,CGV ICECON,10.0,전체 관람가,다큐멘터리/공연실황/기타,56분,11,0,1,0,0,0,0,0,0,0,1,0
푸드 몬스터,2021-05-19,11742860,1434,62,222,한국 외 아시아,(주)이놀미디어,5.375,전체 관람가,애니메이션,77분,11,0,1,0,0,0,1,0,0,0,0,1
뱅퀴시,2021-06-24,7004900,1389,48,72,미국,(주)까멜리아이엔티,5.166666667,15세 이상 관람가,액션/어드벤처/SF,94분,11,1,0,0,0,0,0,1,1,0,0,0
섀도우 클라우드,2021-04-22,11512140,1282,71,434,미국,(주)제이앤씨미디어그룹,5.071428571,15세 이상 관람가,액션/어드벤처/SF,84분,11,1,0,0,0,0,0,1,1,0,0,0
컴백트레일,2021-10-07,6050000,1210,50,252,미국,(주)누리픽쳐스,10.0,15세 이상 관람가,드라마/로맨스/코미디,103분,11,1,0,0,1,0,0,0,1,0,0,0
퍼펙트 스틸,2021-10-28,10073100,1122,66,427,미국 외 서구 국가,(주)팝엔터테인먼트,5.933333333,15세 이상 관람가,스릴러/공포/미스터리,93분,11,1,0,0,0,1,0,0,0,1,0,0
신 테니스의 왕자 효테이 vs 릿카이 : 게임 오브 퓨처 전편,2021-03-24,8850500,1102,60,502,한국 외 아시아,(주)얼리버드픽쳐스,5.5,전체 관람가,애니메이션,50분,11,0,1,0,0,0,1,0,0,0,0,1
죽을 때까지,2021-09-09,10685640,1047,53,316,미국,(주)제이앤씨미디어그룹,7.095238095,청소년 관람불가,스릴러/공포/미스터리,90분,11,0,0,1,0,1,0,0,1,0,0,0
싱크로닉,2021-04-01,8604150,888,39,270,미국,(주)제이앤씨미디어그룹,6.666666667,15세 이상 관람가,액션/어드벤처/SF,102분,11,1,0,0,0,0,0,1,1,0,0,0
마라가 큰 결정을 해야 해,2021-01-07,7475940,856,79,494,미국,(주)영화사오원,5.125,15세 이상 관람가,드라마/로맨스/코미디,90분,11,1,0,0,1,0,0,0,1,0,0,0
구독좋아요알림설정,2021-05-19,8584900,808,16,270,미국,주식회사 왓챠,9.538461538,청소년 관람불가,드라마/로맨스/코미디,93분,11,0,0,1,1,0,0,0,1,0,0,0
피어: 마지막 생존자,2021-12-31,4000000,800,20,20,미국,(주)제이브로,5.666666667,15세 이상 관람가,액션/어드벤처/SF,101분,11,1,0,0,0,0,0,1,1,0,0,0
태양은 움직이지 않는다,2021-11-10,7682100,799,42,232,한국 외 아시아,(주)이놀미디어,4.244897959,15세 이상 관람가,액션/어드벤처/SF,110분,11,1,0,0,0,0,0,1,0,0,0,1
피어 오브 레인,2021-07-22,3900000,780,47,192,미국,(주)누리픽쳐스,7.0,15세 이상 관람가,드라마/로맨스/코미디,109분,11,1,0,0,1,0,0,0,1,0,0,0
아리아 : 더 크레푸스콜로,2021-09-08,5638500,660,42,212,한국 외 아시아,(주)얼리버드픽쳐스,8.4,전체 관람가,애니메이션,60분,11,0,1,0,0,0,1,0,0,0,0,1
시그널 X: 영혼의 구역,2021-11-04,5268000,647,35,279,미국,(주)제이앤씨미디어그룹,8.0,15세 이상 관람가,스릴러/공포/미스터리,104분,11,1,0,0,0,1,0,0,1,0,0,0
레컨,2021-02-27,4292800,613,20,45,미국,주식회사 풍경소리,5.75,15세 이상 관람가,다큐멘터리/공연실황/기타,95분,11,1,0,0,0,0,0,0,1,0,0,0
공작조: 현애지상,2021-09-16,4094900,595,46,81,한국 외 아시아,(주)제이앤씨미디어그룹,5.777777778,15세 이상 관람가,스릴러/공포/미스터리,120분,11,1,0,0,0,1,0,0,0,0,0,1
에이펙스,2021-11-25,2875000,575,50,115,미국 외 서구 국가,(주)누리픽쳐스,1.6,15세 이상 관람가,액션/어드벤처/SF,93분,11,1,0,0,0,0,0,1,0,1,0,0
귀토-토끼의 팔란,2021-11-11,5044300,500,15,83,한국,(주)이놀미디어,10.0,전체 관람가,다큐멘터리/공연실황/기타,143분,11,0,1,0,0,0,0,0,0,0,1,0
특명: 스피드 레스큐,2021-03-29,2444000,487,21,28,한국 외 아시아,와이드 릴리즈(주),3.666666667,15세 이상 관람가,액션/어드벤처/SF,82분,11,1,0,0,0,0,0,1,0,0,0,1
스네이크 아이즈: 지.아이.조,2021-09-09,4253000,482,23,128,미국,롯데컬처웍스(주)롯데엔터테인먼트,2.697674419,15세 이상 관람가,액션/어드벤처/SF,121분,3,1,0,0,0,0,0,1,1,0,0,0
게임의 법칙: 인간사냥,2021-01-28,3649880,474,20,119,한국,(주)제이앤씨미디어그룹,4.333333333,청소년 관람불가,스릴러/공포/미스터리,84분,11,0,0,1,0,1,0,0,0,0,1,0
기억의 시간,2021-12-08,5176000,445,6,73,한국,(주)컨택트미디어,9.466666667,12세 이상 관람가,드라마/로맨스/코미디,97분,11,0,0,0,1,0,0,0,0,0,1,0
타이거마스크,2021-12-30,3751980,411,36,81,한국,(주)그노스,6.270676692,12세 이상 관람가,드라마/로맨스/코미디,97분,11,0,0,0,1,0,0,0,0,0,1,0
라스칼라 갈라 콘서트: 별들을 다시 보려고,2021-02-01,10059550,366,10,75,미국 외 서구 국가,일미디어,10.0,전체 관람가,다큐멘터리/공연실황/기타,148분,11,0,1,0,0,0,0,0,0,1,0,0
킬러파티 (양수리 살인사건),2021-03-31,5414000,361,12,75,한국,CGV ICECON,9.433333333,15세 이상 관람가,다큐멘터리/공연실황/기타,120분,11,1,0,0,0,0,0,0,0,0,1,0
람보-특별판,2021-03-04,2467010,321,21,133,미국,(주)제이앤씨미디어그룹,9.8,15세 이상 관람가,액션/어드벤처/SF,93분,11,1,0,0,0,0,0,1,1,0,0,0
나이트 언데드,2021-01-27,1585000,311,20,27,미국,(주)원더스컴퍼니,1.0,15세 이상 관람가,스릴러/공포/미스터리,87분,11,1,0,0,0,1,0,0,1,0,0,0
창극 패왕별희,2021-09-23,3032000,311,15,106,한국,(주)케빈앤컴퍼니,10.0,전체 관람가,다큐멘터리/공연실황/기타,135분,11,0,1,0,0,0,0,0,0,0,1,0
소리에 놀라지 않는 사자처럼,2021-05-19,1387940,297,8,92,한국,(주)드림팩트엔터테인먼트,8.571428571,전체 관람가,다큐멘터리/공연실황/기타,65분,11,0,1,0,0,0,0,0,0,0,1,0
점보,2021-05-05,2334600,251,12,152,미국 외 서구 국가,주식회사 왓챠,6.666666667,15세 이상 관람가,드라마/로맨스/코미디,91분,11,1,0,0,1,0,0,0,0,1,0,0
묵향,2021-09-02,2596000,242,14,80,한국,(주)케빈앤컴퍼니,10.0,전체 관람가,다큐멘터리/공연실황/기타,59분,11,0,1,0,0,0,0,0,0,0,1,0
피치 오브 타임 극장판,2021-10-21,1521970,175,5,41,한국,한양제작소,3.0,12세 이상 관람가,드라마/로맨스/코미디,99분,11,0,0,0,1,0,0,0,0,0,1,0
배틀 크랙,2021-07-29,700000,140,5,7,미국,(주)이놀미디어,6.666666667,15세 이상 관람가,액션/어드벤처/SF,92분,11,1,0,0,0,0,0,1,1,0,0,0
인싸,2021-03-04,1007700,109,10,53,한국,(주)액티버스엔터테인먼트,5.040816327,12세 이상 관람가,드라마/로맨스/코미디,83분,11,0,0,0,1,0,0,0,0,0,1,0
범죄도시2,2022-05-18,131297440478,12693302,2521,355767,한국,주식회사 에이비오엔터테인먼트,9.454277286,15세 이상 관람가,스릴러/공포/미스터리,106분,7,1,0,0,0,1,0,0,0,0,1,0
탑건: 매버릭,2022-06-22,87855360975,8177446,1975,249415,미국,롯데컬처웍스(주)롯데엔터테인먼트,9.878136201,12세 이상 관람가,액션/어드벤처/SF,130분,2,0,0,0,0,0,0,1,1,0,0,0
아바타: 물의 길,2022-12-14,90296839202,7313149,2809,152626,미국,월트디즈니컴퍼니코리아 유한책임회사,9.197339246,12세 이상 관람가,액션/어드벤처/SF,192분,1,0,0,0,0,0,0,1,1,0,0,0
한산: 용의 출현,2022-07-27,73700628377,7264934,2223,217713,한국,롯데컬처웍스(주)롯데엔터테인먼트,7.136038186,12세 이상 관람가,액션/어드벤처/SF,129분,2,0,0,0,0,0,0,1,0,0,1,0
공조2: 인터내셔날,2022-09-07,70916352586,6982840,2389,275814,한국,(주)씨제이이엔엠,8.898203593,15세 이상 관람가,액션/어드벤처/SF,129분,11,1,0,0,0,0,0,1,0,0,1,0
닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04,62648728870,5884587,2691,211097,미국,월트디즈니컴퍼니코리아 유한책임회사,5.779775281,12세 이상 관람가,액션/어드벤처/SF,126분,1,0,0,0,0,0,0,1,1,0,0,0
헌트,2022-08-10,44600858153,4352390,1625,170963,한국,플러스엠 엔터테인먼트,6.68907563,15세 이상 관람가,액션/어드벤처/SF,125분,4,1,0,0,0,0,0,1,0,0,1,0
올빼미,2022-11-23,31769067550,3222767,1541,142130,한국,(주)넥스트엔터테인먼트월드(NEW),9.732251521,15세 이상 관람가,애니메이션,15분,5,1,0,0,0,0,1,0,0,0,1,0
쥬라기 월드: 도미니언,2022-06-01,29237071310,2837410,2218,86427,미국,유니버설픽쳐스인터내셔널 코리아(유),5.852140078,12세 이상 관람가,액션/어드벤처/SF,147분,11,0,0,0,0,0,0,1,1,0,0,0
마녀(魔女) Part2. The Other One,2022-06-15,28922488670,2806501,1796,94940,한국,(주)넥스트엔터테인먼트월드(NEW),7.359036145,15세 이상 관람가,액션/어드벤처/SF,137분,5,1,0,0,0,0,0,1,0,0,1,0
토르: 러브 앤 썬더,2022-07-06,29505081721,2716306,2143,107527,미국,월트디즈니컴퍼니코리아 유한책임회사,3.834914611,12세 이상 관람가,액션/어드벤처/SF,119분,1,0,0,0,0,0,0,1,1,0,0,0
미니언즈2,2022-07-20,21999556172,2269024,1394,78960,미국,유니버설픽쳐스인터내셔널 코리아(유),7.896551724,전체 관람가,애니메이션,87분,11,0,1,0,0,0,1,0,1,0,0,0
블랙 팬서: 와칸다 포에버,2022-11-09,22203069405,2105641,2571,121601,미국,월트디즈니컴퍼니코리아 유한책임회사,3.783410138,12세 이상 관람가,액션/어드벤처/SF,161분,1,0,0,0,0,0,0,1,1,0,0,0
비상선언,2022-08-03,20927363328,2058869,1734,73045,한국,(주)쇼박스,2.570921986,12세 이상 관람가,드라마/로맨스/코미디,140분,10,0,0,0,1,0,0,0,0,0,1,0
육사오(6/45),2022-08-24,19791166880,1980769,1339,105933,한국,(주)홈초이스,9.140350877,12세 이상 관람가,드라마/로맨스/코미디,113분,11,0,0,0,1,0,0,0,0,0,1,0
헤어질 결심,2022-06-29,19642291589,1893954,1374,79620,한국,(주)씨제이이엔엠,8.971014493,15세 이상 관람가,드라마/로맨스/코미디,138분,11,1,0,0,1,0,0,0,0,0,1,0
외계+인 1부,2022-07-20,15995553548,1539362,1959,68414,한국,(주)씨제이이엔엠,3.334831461,12세 이상 관람가,액션/어드벤처/SF,142분,11,0,0,0,0,0,0,1,0,0,1,0
영웅,2022-12-21,14534225323,1487679,1314,45482,한국,(주)씨제이이엔엠,7.366666667,12세 이상 관람가,드라마/로맨스/코미디,120분,11,0,0,0,1,0,0,0,0,0,1,0
해적: 도깨비 깃발,2022-01-26,12523963990,1339242,1708,117320,한국,롯데컬처웍스(주)롯데엔터테인먼트,4.028368794,12세 이상 관람가,액션/어드벤처/SF,125분,2,0,0,0,0,0,0,1,0,0,1,0
브로커,2022-06-08,12586786030,1261131,1594,66203,한국,(주)씨제이이엔엠,5.28045977,12세 이상 관람가,드라마/로맨스/코미디,129분,11,0,0,0,1,0,0,0,0,0,1,0
