영화명,개봉일,매출액,관객수,스크린수,상영횟수,대표국적,배급사,rating_mean,grade,genre,running_time,배급사 순위,grade_15세 이상 관람가,grade_전체 관람가,grade_청소년 관람불가,genre_드라마/로맨스/코미디,genre_스릴러/공포/미스터리,genre_애니메이션,genre_액션/어드벤처/SF,nation_미국,nation_미국 외 서구 국가,nation_한국,nation_한국 외 아시아
리얼,2017-06-28,3357312530,470105,970,25139,한국,(주)씨제이이엔엠,3.307377049,청소년 관람불가,액션/어드벤처/SF,137분,1,0,0,1,0,0,0,1,0,0,1,0
라이프,2017-04-05,3791748210,459984,647,27762,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,8.084656085,15세 이상 관람가,액션/어드벤처/SF,103분,10,1,0,0,0,0,0,1,1,0,0,0
명탐정 코난:진홍의 연가,2017-08-02,3268917200,450043,582,9763,한국 외 아시아,(주)씨제이이엔엠,9.492877493,12세 이상 관람가,애니메이션,113분,1,0,0,0,0,0,1,0,0,0,0,1
히든 피겨스,2017-03-23,3580767033,449518,448,19742,미국,이십세기폭스코리아(주),9.588832487,12세 이상 관람가,드라마/로맨스/코미디,127분,9,0,0,0,1,0,0,0,1,0,0,0
반드시 잡는다,2017-11-29,3326439772,446780,565,24559,한국,(주)넥스트엔터테인먼트월드(NEW),7.122562674,15세 이상 관람가,스릴러/공포/미스터리,110분,7,1,0,0,0,1,0,0,0,0,1,0
원라인,2017-03-29,3319035433,435048,613,20788,한국,(주)넥스트엔터테인먼트월드(NEW),9.565891473,15세 이상 관람가,스릴러/공포/미스터리,131분,7,1,0,0,0,1,0,0,0,0,1,0
스머프: 비밀의 숲,2017-04-28,3122661000,427764,607,10658,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,9.333333333,전체 관람가,애니메이션,89분,10,0,1,0,0,0,1,0,1,0,0,0
킹 아서: 제왕의 검,2017-05-17,3373678655,415714,588,20315,미국 외 서구 국가,워너브러더스 코리아(주),7.597457627,12세 이상 관람가,액션/어드벤처/SF,126분,8,0,0,0,0,0,0,1,0,1,0,0
극장판 포켓몬스터 너로 정했다!,2017-12-21,3117529700,415255,626,7796,한국 외 아시아,(주)이수C&E,8.984455959,전체 관람가,액션/어드벤처/SF,98분,11,0,1,0,0,0,0,1,0,0,0,1
넛잡 2,2017-10-03,3069388100,411787,526,10449,한국,롯데쇼핑㈜롯데엔터테인먼트,9.565989848,15세 이상 관람가,애니메이션,105분,2,1,0,0,0,0,1,0,0,0,1,0
아메리칸 메이드,2017-09-14,3175539145,401541,691,26356,미국,유니버설픽쳐스인터내셔널 코리아(유),9.041884817,15세 이상 관람가,스릴러/공포/미스터리,115분,5,1,0,0,0,1,0,0,1,0,0,0
보통사람,2017-03-23,2956397623,383336,621,19928,한국,오퍼스픽쳐스(유),9.370833333,15세 이상 관람가,드라마/로맨스/코미디,121분,11,1,0,0,1,0,0,0,0,0,1,0
대장 김창수,2017-10-19,2879121115,381483,748,21744,한국,(주)키다리이엔티,6.375706215,12세 이상 관람가,드라마/로맨스/코미디,115분,11,0,0,0,1,0,0,0,0,0,1,0
어쌔신 크리드,2017-01-11,2899784921,355913,566,16218,미국,이십세기폭스코리아(주),4.664556962,15세 이상 관람가,액션/어드벤처/SF,115분,9,1,0,0,0,0,0,1,1,0,0,0
플립,2017-07-12,2828867900,355617,249,13177,미국,(주)팝엔터테인먼트,9.302816901,12세 이상 관람가,드라마/로맨스/코미디,90분,11,0,0,0,1,0,0,0,1,0,0,0
석조저택 살인사건,2017-05-09,2829106886,353517,539,17925,한국,(주)키다리이엔티,8.561461794,15세 이상 관람가,스릴러/공포/미스터리,109분,11,1,0,0,0,1,0,0,0,0,1,0
싱글라이더,2017-02-22,2685519021,351276,576,16746,한국,워너브러더스 코리아(주),8.526470588,15세 이상 관람가,드라마/로맨스/코미디,97분,8,1,0,0,1,0,0,0,0,0,1,0
7호실,2017-11-15,2677284639,347790,629,21846,한국,롯데쇼핑㈜롯데엔터테인먼트,5.713987474,15세 이상 관람가,드라마/로맨스/코미디,100분,2,1,0,0,1,0,0,0,0,0,1,0
사랑하기 때문에,2017-01-04,2538805440,324526,542,15214,한국,(주)넥스트엔터테인먼트월드(NEW),9.490125673,12세 이상 관람가,드라마/로맨스/코미디,110분,7,0,0,0,1,0,0,0,0,0,1,0
희생부활자,2017-10-12,2515479835,323628,781,23596,한국,(주)쇼박스,5.874680307,15세 이상 관람가,애니메이션,105분,3,1,0,0,0,0,1,0,0,0,1,0
옥자,2017-06-29,2437680900,322157,111,8059,미국,(주)넥스트엔터테인먼트월드(NEW),6.244019139,12세 이상 관람가,액션/어드벤처/SF,120분,7,0,0,0,0,0,0,1,1,0,0,0
블레이드 러너 2049,2017-10-12,2764093365,321424,664,16789,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,9.237163814,15세 이상 관람가,액션/어드벤처/SF,163분,10,1,0,0,0,0,0,1,1,0,0,0
존 윅 - 리로드,2017-02-22,2205582600,276379,250,11570,미국,와이드 릴리즈(주),9.009090909,청소년 관람불가,액션/어드벤처/SF,122분,11,0,0,1,0,0,0,1,1,0,0,0
목소리의 형태,2017-05-09,2171032214,276131,466,11035,한국 외 아시아,(주)디스테이션,7.635193133,전체 관람가,애니메이션,130분,11,0,1,0,0,0,1,0,0,0,0,1
미옥,2017-11-09,1897705564,238587,635,18099,한국,(주)키다리이엔티,4.180851064,청소년 관람불가,스릴러/공포/미스터리,91분,11,0,0,1,0,1,0,0,0,0,1,0
어느날,2017-04-05,1846581582,234829,532,17748,한국,오퍼스픽쳐스(유),8.598591549,15세 이상 관람가,드라마/로맨스/코미디,114분,11,1,0,0,1,0,0,0,0,0,1,0
극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,1581375300,215203,486,6240,한국 외 아시아,(주)씨제이이엔엠,7.260416667,전체 관람가,애니메이션,90분,1,0,1,0,0,0,1,0,0,0,0,1
어쌔신: 더 비기닝,2017-12-07,1593848000,205368,528,13437,미국,(주)이수C&E,6.78164557,15세 이상 관람가,액션/어드벤처/SF,112분,11,1,0,0,0,0,0,1,1,0,0,0
50가지 그림자: 심연,2017-02-09,1589180900,189620,435,8960,미국,유니버설픽쳐스인터내셔널 코리아(유),6.675749319,청소년 관람불가,드라마/로맨스/코미디,118분,5,0,0,1,1,0,0,0,1,0,0,0
핵소 고지,2017-02-22,1342169900,177616,442,8947,미국,판씨네마(주),9.508928571,15세 이상 관람가,드라마/로맨스/코미디,139분,11,1,0,0,1,0,0,0,1,0,0,0
극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017-08-10,1181952900,167052,351,4274,한국 외 아시아,(주)넥스트엔터테인먼트월드(NEW),9.288702929,전체 관람가,애니메이션,101분,7,0,1,0,0,0,1,0,0,0,0,1
아토믹 블론드,2017-08-30,1177725658,155368,471,12300,미국,(주)키다리이엔티,9.005319149,청소년 관람불가,액션/어드벤처/SF,114분,11,0,0,1,0,0,0,1,1,0,0,0
레고 닌자고 무비,2017-09-28,1149394400,154966,459,4751,미국,워너브러더스 코리아(주),8.598639456,전체 관람가,애니메이션,101분,8,0,1,0,0,0,1,0,1,0,0,0
비정규직 특수요원,2017-03-16,1150732700,149719,497,11132,한국,(주)이수C&E,5.374233129,15세 이상 관람가,드라마/로맨스/코미디,117분,11,1,0,0,1,0,0,0,0,0,1,0
레고 배트맨 무비,2017-02-09,1175424305,148760,427,5949,미국,워너브러더스 코리아(주),8.780141844,전체 관람가,애니메이션,106분,8,0,1,0,0,0,1,0,1,0,0,0
극장판 또봇: 로봇군단의 습격,2017-04-27,1090835800,141865,231,3905,한국,(주)씨제이이엔엠,9.277227723,전체 관람가,애니메이션,80분,1,0,1,0,0,0,1,0,0,0,1,0
극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,1055895200,137052,232,4066,한국 외 아시아,(주)씨제이이엔엠,8.411764706,전체 관람가,애니메이션,76분,1,0,1,0,0,0,1,0,0,0,0,1
로마의 휴일,2017-08-30,993321176,134827,436,10999,한국,플러스엠 엔터테인먼트,6.673076923,15세 이상 관람가,드라마/로맨스/코미디,108분,6,1,0,0,1,0,0,0,0,0,1,0
시간위의 집,2017-04-05,1020724600,128975,454,10971,한국,(주)리틀빅픽쳐스,8.820823245,15세 이상 관람가,스릴러/공포/미스터리,100분,11,1,0,0,0,1,0,0,0,0,1,0
명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,999362100,128472,215,4172,한국 외 아시아,(주)씨제이이엔엠,7.48019802,12세 이상 관람가,애니메이션,95분,1,0,0,0,0,0,1,0,0,0,0,1
짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,905611600,119197,334,4442,한국 외 아시아,(주)넥스트엔터테인먼트월드(NEW),9.316239316,전체 관람가,애니메이션,96분,7,0,1,0,0,0,1,0,0,0,0,1
직쏘,2017-11-02,972332500,111506,175,5698,미국,㈜코리아스크린,8.622641509,청소년 관람불가,스릴러/공포/미스터리,92분,11,0,0,1,0,1,0,0,1,0,0,0
베이블레이드 버스트 갓 : 갓 발키리의 탄생,2017-06-01,827511500,109358,198,2687,한국 외 아시아,(주)씨제이이엔엠,8.448979592,전체 관람가,애니메이션,78분,1,0,1,0,0,0,1,0,0,0,0,1
딥워터 호라이즌,2017-01-25,784555543,101303,433,7032,미국,플러스엠 엔터테인먼트,8.086956522,12세 이상 관람가,액션/어드벤처/SF,107분,6,0,0,0,0,0,0,1,1,0,0,0
슈퍼 빼꼼: 스파이 대작전,2017-05-03,712385900,99693,358,3345,한국,플러스엠 엔터테인먼트,8.838942308,전체 관람가,애니메이션,77분,6,0,1,0,0,0,1,0,0,0,1,0
다크타워: 희망의 탑,2017-08-23,761759275,97017,497,8342,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,8.483679525,15세 이상 관람가,액션/어드벤처/SF,95분,10,1,0,0,0,0,0,1,1,0,0,0
패트리어트 데이,2017-04-06,593983618,74827,375,6326,미국,(주)이수C&E,9.214788732,15세 이상 관람가,드라마/로맨스/코미디,133분,11,1,0,0,1,0,0,0,1,0,0,0
파워레인져스: 더 비기닝,2017-04-20,577103561,73875,479,7880,미국,(주)넥스트엔터테인먼트월드(NEW),8.211726384,12세 이상 관람가,액션/어드벤처/SF,124분,7,0,0,0,0,0,0,1,1,0,0,0
극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,2017-11-09,501257700,65895,370,3536,한국 외 아시아,(주)넥스트엔터테인먼트월드(NEW),8.697368421,전체 관람가,액션/어드벤처/SF,58분,7,0,1,0,0,0,0,1,0,0,0,1
극장판 쿠로코의 농구 라스트 게임,2017-04-27,471006000,63311,96,3083,한국 외 아시아,(주)박수엔터테인먼트,9.666666667,12세 이상 관람가,애니메이션,91분,11,0,0,0,0,0,1,0,0,0,0,1
뷰티풀 투모로우,2017-10-26,552273700,63279,47,1390,한국,씨제이 씨지브이(CJ CGV)(주),9.982035928,12세 이상 관람가,드라마/로맨스/코미디,68분,11,0,0,0,1,0,0,0,0,0,1,0
리틀 프린세스 소피아 : 신비한 섬,2017-09-28,441475500,62454,135,2823,미국,월트디즈니컴퍼니코리아 유한책임회사,8.27184466,전체 관람가,애니메이션,64분,4,0,1,0,0,0,1,0,1,0,0,0
더 크리스마스,2017-12-21,461785500,62082,158,1506,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,9.075,전체 관람가,애니메이션,86분,10,0,1,0,0,0,1,0,1,0,0,0
위시 어폰,2017-07-20,437183000,55586,279,3337,미국,(주)이수C&E,8.806020067,15세 이상 관람가,스릴러/공포/미스터리,90분,11,1,0,0,0,1,0,0,1,0,0,0
극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,2017-12-14,424665700,54988,207,1835,한국 외 아시아,(주)이수C&E,8.676470588,전체 관람가,애니메이션,65분,11,0,1,0,0,0,1,0,0,0,0,1
마더!,2017-10-19,368306382,46677,398,5461,미국,롯데쇼핑㈜롯데엔터테인먼트,7.209677419,청소년 관람불가,드라마/로맨스/코미디,121분,2,0,0,1,1,0,0,0,1,0,0,0
"그래, 가족",2017-02-15,350293300,46623,361,5294,한국,월트디즈니컴퍼니코리아 유한책임회사,9.119521912,12세 이상 관람가,드라마/로맨스/코미디,106분,4,0,0,0,1,0,0,0,0,0,1,0
리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,2017-04-13,317454000,45484,164,2208,미국,월트디즈니컴퍼니코리아 유한책임회사,9.025641026,전체 관람가,애니메이션,63분,4,0,1,0,0,0,1,0,1,0,0,0
하이큐!! 재능과 센스,2017-11-15,308774500,42972,105,3169,한국 외 아시아,(주)이놀미디어,9.379844961,12세 이상 관람가,애니메이션,89분,11,0,0,0,0,0,1,0,0,0,0,1
이모티: 더 무비,2017-08-02,290079700,40372,134,1949,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,6.756578947,전체 관람가,애니메이션,91분,10,0,1,0,0,0,1,0,1,0,0,0
극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,2017-12-28,279848900,36450,191,1211,한국 외 아시아,(주)박수엔터테인먼트,8.040650407,전체 관람가,애니메이션,66분,11,0,1,0,0,0,1,0,0,0,0,1
극장판 위 베어 베어스: 곰 브라더스,2017-08-24,230410600,32021,307,2221,미국,(주)팝엔터테인먼트,7.804878049,전체 관람가,애니메이션,62분,11,0,1,0,0,0,1,0,1,0,0,0
역모-반란의 시대,2017-11-23,218173300,30116,355,4100,한국,(주)스톰픽쳐스코리아,3.852941176,15세 이상 관람가,액션/어드벤처/SF,102분,11,1,0,0,0,0,0,1,0,0,1,0
너브,2017-01-11,239275800,29441,151,2437,미국,(주)박수엔터테인먼트,9.222222222,15세 이상 관람가,스릴러/공포/미스터리,96분,11,1,0,0,0,1,0,0,1,0,0,0
걸 온 더 트레인,2017-03-09,222516500,29190,331,4012,미국,(주)씨제이이엔엠,7.74691358,청소년 관람불가,스릴러/공포/미스터리,112분,1,0,0,1,0,1,0,0,1,0,0,0
데스노트: 더 뉴 월드,2017-03-29,220886363,28723,309,3372,한국 외 아시아,(주)디스테이션,6.126506024,15세 이상 관람가,액션/어드벤처/SF,135분,11,1,0,0,0,0,0,1,0,0,0,1
극장판 암살교실 : 365일의 시간,2017-03-23,210398500,28364,98,1529,한국 외 아시아,(주)박수엔터테인먼트,8.488764045,12세 이상 관람가,애니메이션,92분,11,0,0,0,0,0,1,0,0,0,0,1
아기돼지 3형제와 매직램프,2017-03-23,208444600,26670,135,1388,한국 외 아시아,(주)팝엔터테인먼트,6.753623188,전체 관람가,애니메이션,78분,11,0,1,0,0,0,1,0,0,0,0,1
사다코 대 카야코,2017-01-04,201673000,25531,131,2897,한국 외 아시아,유니버설픽쳐스인터내셔널 코리아(유),6.554054054,15세 이상 관람가,스릴러/공포/미스터리,98분,5,1,0,0,0,1,0,0,0,0,0,1
언프렌드,2017-02-09,187802900,23688,179,1749,미국 외 서구 국가,(주)크리픽쳐스,6.285714286,15세 이상 관람가,스릴러/공포/미스터리,92분,11,1,0,0,0,1,0,0,0,1,0,0
파워배틀 와치카: 와치가면의 역습,2017-06-01,166656500,23630,246,1787,한국,(주)에스에이엠지엔터테인먼트,8.787878788,전체 관람가,애니메이션,74분,11,0,1,0,0,0,1,0,0,0,1,0
빌리 진 킹: 세기의 대결,2017-11-16,158890000,20018,135,1882,미국,이십세기폭스코리아(주),8.260273973,15세 이상 관람가,드라마/로맨스/코미디,121분,9,1,0,0,1,0,0,0,1,0,0,0
극장판 어드벤처 타임: 비밀의 아일랜드,2017-04-13,163679600,19986,125,1009,미국,(주)팝엔터테인먼트,8.5625,전체 관람가,애니메이션,84분,11,0,1,0,0,0,1,0,1,0,0,0
슬립리스: 크리미널 나이트,2017-03-08,146025800,18740,158,2787,미국,(주)엘지유플러스,7.583333333,15세 이상 관람가,액션/어드벤처/SF,95분,11,1,0,0,0,0,0,1,1,0,0,0
인카네이트,2017-05-25,142090200,18028,229,2095,미국,판씨네마(주),6.785046729,15세 이상 관람가,스릴러/공포/미스터리,86분,11,1,0,0,0,1,0,0,1,0,0,0
스파이 게임,2017-09-14,122840172,15986,203,2564,미국 외 서구 국가,플러스엠 엔터테인먼트,8.735099338,15세 이상 관람가,액션/어드벤처/SF,98분,6,1,0,0,0,0,0,1,0,1,0,0
호비와 무지개 오아시스 대모험,2017-09-07,108724000,15629,103,1341,한국 외 아시아,(주)머스트씨무비릴리징컴퍼니,9.05,전체 관람가,애니메이션,60분,11,0,1,0,0,0,1,0,0,0,0,1
토마스와 친구들: 그레이트 레이스,2017-11-30,98705400,13314,249,1391,미국 외 서구 국가,와이드 릴리즈(주),8.105263158,전체 관람가,애니메이션,61분,11,0,1,0,0,0,1,0,0,1,0,0
파워캐치 완다: 버그본의 지구 습격,2017-03-09,86394400,10881,178,760,한국 외 아시아,(주)에이원엔터테인먼트,5.263157895,전체 관람가,액션/어드벤처/SF,83분,11,0,1,0,0,0,0,1,0,0,0,1
이웃집 스타,2017-09-21,78213300,10854,256,2367,한국,(주)스톰픽쳐스코리아,7.52173913,12세 이상 관람가,드라마/로맨스/코미디,98분,11,0,0,0,1,0,0,0,0,0,1,0
극장판 빰바라빤쮸: 바나나 왕국의 비밀,2017-02-22,76934800,10681,140,1058,한국 외 아시아,(주)스마일이엔티,9.184210526,전체 관람가,액션/어드벤처/SF,63분,11,0,1,0,0,0,0,1,0,0,0,1
극장판 마이 리틀 포니 : 이퀘스트리아 걸스,2017-05-03,74804500,9701,102,732,미국 외 서구 국가,(주)팝엔터테인먼트,8.612244898,전체 관람가,애니메이션,72분,11,0,1,0,0,0,1,0,0,1,0,0
노트르담 드 파리,2017-11-01,115659500,9085,36,843,한국,(주)패뷸러스,8.825,전체 관람가,다큐멘터리/공연실황/기타,130분,11,0,1,0,0,0,0,0,0,0,1,0
다이노소어 아일랜드,2017-07-19,56946800,7728,120,786,미국 외 서구 국가,(주)더블앤조이픽쳐스,7.533333333,전체 관람가,액션/어드벤처/SF,77분,11,0,1,0,0,0,0,1,0,1,0,0
신 고질라,2017-03-08,54130000,7278,156,1673,한국 외 아시아,플러스엠 엔터테인먼트,6.198198198,12세 이상 관람가,액션/어드벤처/SF,120분,6,0,0,0,0,0,0,1,0,0,0,1
청춘 합창단 - 또 하나의 꿈,2017-06-15,50951400,7269,39,344,한국,와이드 릴리즈(주),7.125,전체 관람가,다큐멘터리/공연실황/기타,78분,11,0,1,0,0,0,0,0,0,0,1,0
빈센트 반 고흐 : 새로운 시선,2017-08-24,74223000,7029,29,476,미국 외 서구 국가,메가박스중앙(주),8.571428571,전체 관람가,다큐멘터리/공연실황/기타,92분,11,0,1,0,0,0,0,0,0,1,0,0
암살교실: 졸업편,2017-04-21,34784500,6491,46,245,한국 외 아시아,(주)에이원엔터테인먼트,7.363636364,12세 이상 관람가,액션/어드벤처/SF,118분,11,0,0,0,0,0,0,1,0,0,0,1
구세주: 리턴즈,2017-09-14,45622000,6151,124,1197,한국,(주)박수엔터테인먼트,4.572815534,15세 이상 관람가,드라마/로맨스/코미디,98분,11,1,0,0,1,0,0,0,0,0,1,0
금빛 모자이크 프리티 데이즈,2017-02-16,34265500,4709,80,916,한국 외 아시아,(주)퍼스트런,8.246153846,전체 관람가,애니메이션,50분,11,0,1,0,0,0,1,0,0,0,0,1
블랙 쉐도우,2017-07-13,33762500,4502,144,1035,미국,(주)스톰픽쳐스코리아,5.038461538,15세 이상 관람가,액션/어드벤처/SF,94분,11,1,0,0,0,0,0,1,1,0,0,0
왕을 참하라,2017-03-16,32469800,4237,54,420,한국,(주)박수엔터테인먼트,6.433962264,청소년 관람불가,드라마/로맨스/코미디,116분,11,0,0,1,1,0,0,0,0,0,1,0
뮤지컬 쉬 러브즈 미,2017-07-06,29324700,3982,45,458,미국,C 무비,8.555555556,전체 관람가,다큐멘터리/공연실황/기타,133분,11,0,1,0,0,0,0,0,1,0,0,0
정원을 그리다 : 모네에서 마티스까지,2017-10-26,36375500,3441,25,305,미국 외 서구 국가,메가박스중앙(주),6.0,전체 관람가,다큐멘터리/공연실황/기타,93분,11,0,1,0,0,0,0,0,0,1,0,0
나인스 라이프,2017-09-07,23933000,3166,74,678,미국 외 서구 국가,(주)라이크콘텐츠,8.136363636,15세 이상 관람가,스릴러/공포/미스터리,108분,11,1,0,0,0,1,0,0,0,1,0,0
땡큐 포 유어 서비스,2017-12-07,14249000,1965,72,570,미국,(주)씨제이이엔엠,8.965517241,15세 이상 관람가,드라마/로맨스/코미디,108분,1,1,0,0,1,0,0,0,1,0,0,0
광인옥한흠,2017-12-28,12065500,1637,18,81,한국,파이오니아21,9.262295082,전체 관람가,다큐멘터리/공연실황/기타,94분,11,0,1,0,0,0,0,0,0,0,1,0
간츠: 오,2017-05-11,12687500,1625,47,395,한국 외 아시아,(주)미디어캐슬,9.083333333,청소년 관람불가,애니메이션,96분,11,0,0,1,0,0,1,0,0,0,0,1
공각기동대 신극장판,2017-04-20,10383500,1376,33,206,한국 외 아시아,(주)레인메이커필름,8.590909091,15세 이상 관람가,액션/어드벤처/SF,100분,11,1,0,0,0,0,0,1,0,0,0,1
스노우맨,2017-12-14,10361200,1293,3,34,미국,유니버설픽쳐스인터내셔널 코리아(유),8.162790698,청소년 관람불가,스릴러/공포/미스터리,119분,5,0,0,1,0,1,0,0,1,0,0,0
토스카,2017-11-19,28579000,1173,11,86,미국 외 서구 국가,(주)케빈앤컴퍼니,4.5,12세 이상 관람가,다큐멘터리/공연실황/기타,131분,11,0,0,0,0,0,0,0,0,1,0,0
시티 워: 익스트림 킬러,2017-02-28,5534000,1097,50,90,미국,노바엔터테인먼트,7.25,청소년 관람불가,액션/어드벤처/SF,108분,11,0,0,1,0,0,0,1,1,0,0,0
화이트 릴리,2017-08-17,6360000,1043,20,53,한국 외 아시아,홀리가든,5.666666667,청소년 관람불가,드라마/로맨스/코미디,80분,11,0,0,1,1,0,0,0,0,0,0,1
붉은 거북,2017-03-11,6172500,716,17,35,미국 외 서구 국가,유니버설픽쳐스인터내셔널 코리아(유),7.571428571,전체 관람가,애니메이션,80분,5,0,1,0,0,0,1,0,0,1,0,0
뮤지컬 홀리데이 인,2017-12-20,4808900,624,10,67,미국,C 무비,7.727272727,전체 관람가,다큐멘터리/공연실황/기타,122분,11,0,1,0,0,0,0,0,1,0,0,0
사랑과 욕망의 짐노페디,2017-07-06,3558000,478,4,44,한국 외 아시아,홀리가든,6.875,청소년 관람불가,드라마/로맨스/코미디,82분,11,0,0,1,1,0,0,0,0,0,0,1
사랑받지 못한 여자,2017-01-24,2097000,327,14,19,한국,(주)모멘텀엔터테인먼트,8.347826087,청소년 관람불가,드라마/로맨스/코미디,87분,11,0,0,1,1,0,0,0,0,0,1,0
클로버,2017-11-29,1568000,199,2,18,한국 외 아시아,(주)에이원엔터테인먼트,6.5,12세 이상 관람가,드라마/로맨스/코미디,120분,11,0,0,0,1,0,0,0,0,0,0,1
처녀 파티 2017,2017-01-12,876000,196,20,74,미국,(주)케이알씨지,9.666666667,청소년 관람불가,드라마/로맨스/코미디,88분,11,0,0,1,1,0,0,0,1,0,0,0
로봇 오버로드,2017-01-19,988000,189,20,50,미국 외 서구 국가,노바엔터테인먼트,6.322580645,12세 이상 관람가,액션/어드벤처/SF,90분,11,0,0,0,0,0,0,1,0,1,0,0
다이하드 스왓,2017-09-01,1937000,179,14,31,미국 외 서구 국가,(주)케이알씨지,6.4,청소년 관람불가,액션/어드벤처/SF,110분,11,0,0,1,0,0,0,1,0,1,0,0
힐링캠프 : 한 세상,2017-06-22,878000,176,20,20,한국,THE 픽쳐스,4.277777778,청소년 관람불가,드라마/로맨스/코미디,75분,11,0,0,1,1,0,0,0,0,0,1,0
처음엔 다 그래,2017-09-14,950000,176,16,16,한국,컨버전스티비,3.142857143,청소년 관람불가,애니메이션,74분,11,0,0,1,0,0,1,0,0,0,1,0
동창회의 목적: 더 비기닝,2017-02-02,761000,149,19,20,한국,(주)소나무픽쳐스,4.5,청소년 관람불가,드라마/로맨스/코미디,98분,11,0,0,1,1,0,0,0,0,0,1,0
성판17: 남자들의 17가지 성적 판타지,2017-11-30,799000,139,19,21,한국,즐감,9.444444444,청소년 관람불가,드라마/로맨스/코미디,81분,11,0,0,1,1,0,0,0,0,0,1,0
우리 선생님을 고발합니다,2017-02-13,1111000,130,1,7,그 외,(주)버킷스튜디오,7.0,15세 이상 관람가,드라마/로맨스/코미디,102분,11,1,0,0,1,0,0,0,0,0,0,0
유어 뷰티풀,2017-02-10,1113000,130,1,7,그 외,(주)버킷스튜디오,10.0,12세 이상 관람가,드라마/로맨스/코미디,109분,11,0,0,0,1,0,0,0,0,0,0,0
얼라이브,2017-04-03,849000,130,1,7,미국 외 서구 국가,(주)버킷스튜디오,6.96,12세 이상 관람가,스릴러/공포/미스터리,88분,11,0,0,0,0,1,0,0,0,1,0,0
동거:친구의 여자친구,2017-09-28,752000,128,20,20,한국,즐감,2.142857143,청소년 관람불가,드라마/로맨스/코미디,75분,11,0,0,1,1,0,0,0,0,0,1,0
섹스메이트,2017-06-26,644000,127,17,22,한국,(주)네스팅,6.0,청소년 관람불가,드라마/로맨스/코미디,83분,11,0,0,1,1,0,0,0,0,0,1,0
신과함께-인과 연,2018-08-01,102666146909,12274996,2235,179981,한국,롯데컬처웍스(주)롯데엔터테인먼트,5.660792952,12세 이상 관람가,액션/어드벤처/SF,141분,1,0,0,0,0,0,0,1,0,0,1,0
어벤져스: 인피니티 워,2018-04-25,99926399769,11212710,2553,240501,미국,월트디즈니컴퍼니코리아 유한책임회사,9.494714588,12세 이상 관람가,액션/어드벤처/SF,149분,2,0,0,0,0,0,0,1,1,0,0,0
보헤미안 랩소디,2018-10-31,80010440345,9224582,1179,204537,미국,월트디즈니컴퍼니코리아 유한책임회사,9.762264151,12세 이상 관람가,드라마/로맨스/코미디,134분,2,0,0,0,1,0,0,0,1,0,0,0
미션 임파서블: 폴아웃,2018-07-25,55888375112,6584915,1957,101374,미국,롯데컬처웍스(주)롯데엔터테인먼트,9.731019523,15세 이상 관람가,액션/어드벤처/SF,147분,1,1,0,0,0,0,0,1,1,0,0,0
쥬라기 월드: 폴른 킹덤,2018-06-06,49770711037,5661128,1972,144779,미국,유니버설픽쳐스인터내셔널 코리아(유),7.952182952,12세 이상 관람가,액션/어드벤처/SF,127분,7,0,0,0,0,0,0,1,1,0,0,0
안시성,2018-09-19,46335334026,5440186,1540,110439,한국,(주)넥스트엔터테인먼트월드(NEW),9.54950495,12세 이상 관람가,액션/어드벤처/SF,135분,4,0,0,0,0,0,0,1,0,0,1,0
완벽한 타인,2018-10-31,44350807074,5293435,1325,143055,한국,롯데컬처웍스(주)롯데엔터테인먼트,5.648876404,15세 이상 관람가,드라마/로맨스/코미디,115분,1,1,0,0,1,0,0,0,0,0,1,0
공작,2018-08-08,42788851176,4974520,1317,99001,한국,(주)씨제이이엔엠,3.082840237,12세 이상 관람가,드라마/로맨스/코미디,137분,3,0,0,0,1,0,0,0,0,0,1,0
베놈,2018-10-03,34100211207,3888096,1308,116149,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,9.408759124,15세 이상 관람가,액션/어드벤처/SF,105분,9,1,0,0,0,0,0,1,1,0,0,0
암수살인,2018-10-03,32995138548,3789321,1177,126127,한국,(주)쇼박스,6.403225806,15세 이상 관람가,스릴러/공포/미스터리,110분,8,1,0,0,0,1,0,0,0,0,1,0
데드풀 2,2018-05-16,34185664639,3784602,1576,113288,미국,이십세기폭스코리아(주),7.259109312,청소년 관람불가,액션/어드벤처/SF,117분,6,0,0,1,0,0,0,1,1,0,0,0
